"UK-AIR ID","EU Site ID","EMEP Site ID","Site Name","Environment Type","Zone","Start Date","End Date","Latitude","Longitude","Northing","Easting","Altitude (m)","Networks","AURN Pollutants Measured","Site Description"
"UKA00315","GB0682A","","London Marylebone Road","Traffic Urban","Greater London Urban Area","1997-01-01","2019-01-09","51.522530","-0.154611","182015.36","528125.76","35","Automatic Hydrocarbon Monitoring Network; Automatic Urban and Rural Network (AURN); Heavy Metals Network; PAH Digitel (solid phase); Particulates; UK Black Carbon Network","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Sulphur dioxide; Carbon monoxide; PM10 particulate matter (Hourly measured); Non-volatile PM10 (Hourly measured); Volatile PM10 (Hourly measured); PM2.5 particulate matter (Hourly measured); Non-volatile PM2.5 (Hourly measured); Volatile PM2.5 (Hourly measured); PM10 particulate matter (Daily measured); PM2.5 particulate matter (Daily measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature; PM10 Ambient Temperature; PM10 Ambient pressure measured; PM2.5 Ambient Temperature; PM2.5 Ambient Preasure","The monitoring station is located in a self contained air conditioned cabin on Marylebone Road opposite Madame Tussauds. The nearest road, the 6 laned A501 is approximately 1 metre from the station. The road is frequently congested. The surrounding area forms a street canyon and comprises of education buildings, tourist attractions, shops and housing."
"UKA00253","GB0620A","","London N. Kensington","Background Urban","Greater London Urban Area","1996-04-01","2018-11-13","51.521050","-0.213492","181749.40","524045.04","5","Automatic Urban and Rural Network (AURN); UK Black Carbon Network","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Sulphur dioxide; Carbon monoxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature; PM10 Ambient Temperature; PM10 Ambient pressure measured; PM2.5 Ambient Temperature; PM2.5 Ambient Preasure","The monitoring station is located within a self contained cabin in the grounds of Sion Manning School. The nearest road, St. Charles Square, is a quiet residential road approximately 5 metres from the station. The surrounding area is mainly residential. The site is part of the London Air Quality Network and is owned and funded by the London Borough of Kensington and Chelsea."
"UKA00572","GB1025A","","London Teddington Bushy Park","Background Urban","Greater London Urban Area","2013-08-09","2019-12-31","51.425286","-0.345606","170884.42","515120.12","11","Automatic Urban and Rural Network (AURN)","PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","Urban background monitoring station in the grounds of NPL on the border of Bushy Park, Teddington. Surrounded by parkland and residential areas."
"UKA00435","GB0743A","","London Westminster","Background Urban","Greater London Urban Area","2001-07-17","2018-08-14","51.494670","-0.131931","178957.15","529778.20","5","Automatic Urban and Rural Network (AURN); Heavy Metals Network","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is located within a self contained housing in the car park of the mortuary and coroner's court. The nearest road is the B323 Horseferry Road approximately 17 metres north of the station. The surrounding area is mixed commercial and residential.  "
"UKA00166","GB0006R","GB0006R","Lough Navar","Background Rural","Northern Ireland","1987-04-02","2018-07-18","54.439510","-7.900328","520945.71","17627.56","130","Acid Gas and Aerosol Network; Automatic Urban and Rural Network (AURN); Heavy Metals Network; National Ammonia Monitoring Network; UKEAP - Rural NO2 (NO2-Net); Weekly Rainfall (HIGH)","Ozone; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within an existing building on a clearing near the edge of a semi-mature forest approximately 90 metres from the nearest minor road. The surrounding area is generally open rural landscape with mature tree woodland within 25 metres of the monitoring station."
"UKA00152","GB0038R","GB0038R","Lullington Heath","Background Rural","South East","1986-10-04","2018-04-03","50.793700","0.181250","101615.71","553828.59","125","Acid Gas and Aerosol Network; Automatic Urban and Rural Network (AURN); National Ammonia Monitoring Network; UKEAP - Rural NO2 (NO2-Net); Weekly rainfall (LOW)","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Sulphur dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained, air-conditioned housing located on a high plateau surrounded by heath land. The nearest road is approximately 1.5 kilometres distance from the site. The surrounding area is open rural landscape."
"UKA00605","GB1047A","","Luton A505 Roadside","Traffic Urban","Eastern","2015-03-11","","51.892293","-0.462110","222644.00","505927.00","136","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained air conditioned mobile unit along the roadside of Dunstable residential road, approximately 3.2 km North-west of Luton's town centre. The M1 motorway lies 500 meters to the west. The surrounding area comprises residential houses, in an urban environment."
"UKA00167","IE0031R","IE0031R","Mace Head","Background Rural","West Ireland","1987-04-03","","53.326444","-9.903917","410236.41","-125861.57","15","Automatic Urban and Rural Network (AURN)","Ozone; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is located at the Mace Head Atmospheric Research Station and is approximately 100 metres from the Atlantic sea shore, 5 metres above sea level. The nearest road is a residential road approximately 400 metres to the east. The The surrounding area is rural in nature. "
"UKA00248","GB0613A","","Manchester Piccadilly","Background Urban","Greater Manchester Urban Area","1995-12-18","2019-12-31","53.481520","-2.237881","398337.36","384310.87","57","Automatic Urban and Rural Network (AURN); Non-Automatic Hydrocarbon Network","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Sulphur dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self contained air conditioned housing in the west-end of central Manchester in a pedestrianised zone approx 3 metres from (electric) tramline. The nearest major road, the A5103 Portland Street is approximately 200 metres from the station. The surrounding area is generally open with commercial property. "
"UKA00617","GB1058A","","Manchester Sharston","Industrial Suburban","Greater Manchester Urban Area","2016-01-27","","53.371306","-2.239218","386076.04","384180.99","67","Automatic Urban and Rural Network (AURN)","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","Site located in a field under the north eastern approach to Manchester Airport.  Site is on the Eastern edge of Sharston, 40m from the nearest road and 1.5km from the edge of runway 23."
"UKA00220","GB0583A","","Middlesbrough","Industrial Urban","Teesside Urban Area","1993-01-01","2012-12-31","54.569297","-1.220874","519620.54","450470.86","10","Automatic Urban and Rural Network (AURN); Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Sulphur dioxide; PM10 particulate matter (Hourly measured); Non-volatile PM10 (Hourly measured); Volatile PM10 (Hourly measured); PM2.5 particulate matter (Hourly measured); Non-volatile PM2.5 (Hourly measured); Volatile PM2.5 (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature; PM10 Ambient Temperature; PM10 Ambient pressure measured; PM2.5 Ambient Temperature; PM2.5 Ambient Preasure","The monitoring station is within a self-contained, air-conditioned housing. The site is located within the grounds of Brekon Hill Community Centre in a residential area approximately 1 kilometre south-east of Middlesbrough town centre. The nearest road is a minor road approximately 5 metres from the station. The A66 and a small fuel refinery are approximately 400 metres to the north. The surrounding area is generally residential and comprises an urban background setting with dockside industry to the north."
"UKA00323","GB0043R","GB0043R","Narberth","Background Rural","South Wales","1997-01-20","2018-06-07","51.781784","-4.691462","212663.33","214439.86","160","Acid Gas and Aerosol Network; Automatic Urban and Rural Network (AURN); National Ammonia Monitoring Network","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Sulphur dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained, air conditioned housing located at the edge of a field adjacent to a hedgerow. A quiet rural road runs to the west of the site at a distance of approximately 150 metres. The nearest main road is the B4314 at a distance of 100 metres from the site. The manifold inlet is approximately 5 metres from the nearest obstruction. The surrounding area is open and comprises fields with a small amount of light industry and farming at distances of up to 0.5 - 1.8 kilometres distance."
"UKA00213","GB0568A","","Newcastle Centre","Background Urban","Tyneside","1992-03-08","2012-08-15","54.978250","-1.610528","564918.47","425026.15","45","Automatic Urban and Rural Network (AURN); Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); Non-volatile PM10 (Hourly measured); Volatile PM10 (Hourly measured); PM2.5 particulate matter (Hourly measured); Non-volatile PM2.5 (Hourly measured); Volatile PM2.5 (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature; PM10 Ambient Temperature; PM10 Ambient pressure measured; PM2.5 Ambient Temperature; PM2.5 Ambient Preasure","The monitoring station is within a self-contained, air-conditioned housing located approximately 20 metres from the B1307 and 180 metres away from a major through road of the city, the B1318 Great North Road. The surrounding area is generally open with a private car park and a grassed area in the immediate vicinity of the monitoring station. "
"UKA00528","GB0927A","","Newcastle Cradlewell Roadside","Traffic Urban","Tyneside","2008-03-10","","54.986405","-1.595362","565831.48","425991.60","42","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is located within a self contained, air conditioned housing on the junction of the A1058 dual carridgeway,   Jesmond Road and Deuchar Street. The surrounding area comprises of residential and commercial premises. "
"UKA00380","GB0962A","","Newport","Background Urban","South Wales","1999-01-01","2017-08-15","51.601203","-2.977281","189604.01","332410.02","24","Automatic Urban and Rural Network (AURN); Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is located in a self contained, air conditioned housing in the north-west corner of St Julian's School. The nearest road is the M4, with the station approximately 60 metres south of lane 1 protected by a barrier of trees. Further residential access roads surround the site. The surrounding area is urban residential. "
"UKA00632","GB1073A","","Northampton Spring Park","Background Urban","East Midlands","2017-04-01","","52.272257","-0.916605","264341.81","474021.63","88","Automatic Urban and Rural Network (AURN)","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","Urban background monitoring station on grass verge at the entrance of Spring Park, Northampton. Surroundings are residential and parkland."
"UKA00549","GB0995A","","Norwich Lakenfields","Background Urban","Eastern","2009-09-01","2019-04-29","52.614193","1.301976","306944.08","623638.30","36","Automatic Urban and Rural Network (AURN); Non-Automatic Hydrocarbon Network","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is located within a self D61contained, air conditioned housing approximately 400 metres to the north of the A146 and south of Norwich centre. The nearest road to the station is approximately 10 metres and is a minor road. The surrounding area is residential with some small industry. "
"UKA00274","GB0646A","","Nottingham Centre","Background Urban","Nottingham Urban Area","1996-09-02","2019-05-14","52.954730","-1.146447","340046.74","457440.49","41","Automatic Urban and Rural Network (AURN); Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Sulphur dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained, air-conditioned housing located in a pedestrianised area. Surrounded by 4 storey commercial buildings. Due to implementation of Turning Point North Scheme the nearest main road, A6008 Lower Parliament Street is now not a major through route within the city centre. Traffic flows primarily comprise of buses and taxis. Only authorised traffic (such as: blue badge holders, private hire vehicles, access for loading / unloading and to off-street car parks) which need access to the Turning Point zone are still able to do so."
"UKA00618","GB1059A","","Nottingham Western Boulevard","Traffic Urban","Nottingham Urban Area","2016-03-01","2018-10-03","52.969377","-1.188851","341643.07","454573.36","43","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","Site located on the SE side of the A6514, approx. 1m from the kerbside."
"UKA00595","GB1037A","","Oldbury Birmingham Road","Traffic Urban","West Midlands Urban Area","2014-09-01","","52.502436","-2.003497","289392.88","399859.65","151","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station lies within a cargo container located along the roadside of A457 - Birmingham road, 850m Southeast of Oldbury town centre. The surrounding area comprises residential houses, shops and some industry. The M5 motorways lies approximately 140 m to the North."
"UKA00258","GB0633A","","Oxford Centre Roadside","Traffic Urban","South East","1996-04-15","2007-09-30","51.751745","-1.257463","206155.28","451354.97","60","Automatic Urban and Rural Network (AURN); Non-Automatic Hydrocarbon Network","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within the basement of the town hall onthe A428 St Aldate's, close to the centre of Oxford. The surrounding area is a popular location for tourists and comprises of urban business and commercial properties."
"UKA00518","GB0920A","","Oxford St Ebbes","Background Urban","South East","2008-01-01","2019-06-26","51.744806","-1.260278","205381.56","451168.47","58","Automatic Urban and Rural Network (AURN); Non-Automatic Hydrocarbon Network","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is located within a self contained, air conditioned housing within the grounds of St Ebbe's School, White House Road. The nearest road a minor road approximately 5 metres from the station. The surrounding area comprises of open fields and residential dwellings. "
"UKA00551","GB0998A","","Peebles","Background Urban","Scottish Borders","2009-11-06","","55.657472","-3.196527","641087.92","324814.65","167","Automatic Urban and Rural Network (AURN)","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is located within a self contained, air conditioned housing in the Northernmost corner of the Council office grounds, in a residential area of Peebles. The nearest road is a minor road and is within 10 metres of the station. The A703 is approximately 300 metres from the station. The surrounding area is residential in nature. "
"UKA00360","GB0687A","","Plymouth Centre","Background Urban","South West","1997-09-29","2012-10-01","50.371670","-4.142361","54613.65","247748.49","18","Automatic Urban and Rural Network (AURN)","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); Non-volatile PM10 (Hourly measured); Volatile PM10 (Hourly measured); PM2.5 particulate matter (Hourly measured); Non-volatile PM2.5 (Hourly measured); Volatile PM2.5 (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature; PM10 Ambient Temperature; PM10 Ambient pressure measured; PM2.5 Ambient Temperature; PM2.5 Ambient Preasure","The monitoring station is within an existing brick building located in the main pedestrianised shopping area in the city centre. The nearest road, Royal Parade is approximately 140 metres from the station and is a busy urban dual-carriageway. The surrounding area comprises business and retail outlets in an urban environment."
"UKA00629","GB1070A","","Plymouth Tavistock Road","Traffic Urban","South West","2017-01-01","","50.411058","-4.130288","58968.18","248732.46","107","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","Roadside monitoring station on grass verge on eastern side of Tavistock Road (the A386), a major route into Plymouth."
"UKA00501","GB0906A","","Port Talbot Margam","Industrial Urban","Swansea Urban Area","2007-01-01","2013-12-31","51.583950","-3.770822","188718.68","277405.85","5","Automatic Urban and Rural Network (AURN); Heavy Metals Network; PAH Digitel (solid phase)","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Sulphur dioxide; Carbon monoxide; PM10 particulate matter (Hourly measured); Non-volatile PM10 (Hourly measured); Volatile PM10 (Hourly measured); PM2.5 particulate matter (Hourly measured); Non-volatile PM2.5 (Hourly measured); Volatile PM2.5 (Hourly measured); PM10 particulate matter (Daily measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature; PM10 Ambient Temperature; PM10 Ambient pressure measured; PM2.5 Ambient Temperature; PM2.5 Ambient Preasure","The monitoring station is within a self-contained, air-conditioned housing located within the grounds of a fire station. The nearest road is approximately 10 metres from the station and is an entrance to the steel works. The nearest main road, A48 Commercial Road, is approximately 115 metres from the station, the M4 is approximately 350 metres to the NW. The surrounding area is open land associated with the steel works and residential dwellings. "
"UKA00421","GB0733A","","Portsmouth","Background Urban","Portsmouth Urban Area","2001-01-01","2019-06-25","50.828810","-1.068583","103665.77","465695.06","5","Automatic Urban and Rural Network (AURN)","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is located in a self contained, air conditioned housing within the grounds of a primary school in a residential area of Hilsea. The manifold inlet is approximately 3.5 metres high and is approximately 5 metres from the kerbside of the nearest road, Curtis Mead. The A2047, London Road is approximately 120 metres from the station and has a traffic flow of 13,000 vehicles per day. The surrounding area is residential in nature. "
"UKA00651","GB1093A","","Portsmouth Anglesea Road","Traffic Urban","Portsmouth Urban Area","2018-01-01","","50.798339","-1.095558","100254.00","463837.00","6","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature",""
"UKA00408","GB0731A","","Preston","Background Urban","Preston Urban Area","2000-06-06","2019-06-24","53.765590","-2.680353","430130.62","355249.54","40","Automatic Urban and Rural Network (AURN)","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is located in a self contained cabin situated on an area of cleared land within a terraced housing development, on the east side of the town centre. The nearest road is approximately 4 metres from the station. This is a minor residential road. The nearest main road is the B6243, Ribbleton Lane approximately 70 metres from the station. The surrounding area is a mixture of residential and commercial properties. "
"UKA00620","GB1061A","","Reading London Road","Traffic Urban","Reading/Wokingham Urban Area","2016-03-04","","51.454896","-0.940382","173411.72","473721.40","45","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","This monitoring site is located on the south side of the A4, approx. 3m from the kerb"
"UKA00462","GB0840A","","Reading New Town","Background Urban","Reading/Wokingham Urban Area","2003-10-17","2019-06-27","51.453090","-0.944067","173207.18","473468.26","58","Automatic Urban and Rural Network (AURN)","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained, air-conditioned housing within a cemetery surrounded by trees. The cemetery occupies a triangular site at the junction of two busy main roads (A4 and A329) to the east of the town centre. The roads are approximately 100 metres from the station. The surrounding area is high density residential dwellings."
"UKA00251","GB0617A","","Rochester Stoke","Background Rural","South East","1996-01-26","2018-08-02","51.456170","0.634889","176313.73","583157.86","14","Automatic Urban and Rural Network (AURN)","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Sulphur dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained, air-conditioned housing located on the western boundary of a rural primary school. The nearest main road is approximately 80 metres to the east of the location with a low traffic volume. The area is generally open and rural with young trees within 1 metre to the monitoring station. The Medway estuary and accompanying industy lie approximately 3 kilometres to the west and south."
"UKA00339","GB0660A","","Salford Eccles","Background Urban","Greater Manchester Urban Area","1997-03-20","2018-07-11","53.484810","-2.334139","398729.04","377924.61","30","Automatic Urban and Rural Network (AURN); PAH Digitel (solid phase)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained, air-conditioned housing immediately adjacent to local amenities. The nearest major road to the station is the M602, approximately 250 metres to the north with the A56/A567 200 metres to the east. The surrounding area is generally open and comprised of suburban properties with a chemical plant 350 metres to the south."
"UKA00569","GB1022A","","Saltash Callington Road","Traffic Urban","South West","2013-01-01","2018-09-26","50.411463","-4.227678","59216.12","241814.58","65","Automatic Urban and Rural Network (AURN)","PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained air conditioned mobile unit within the fenced grounds of Saltash community fire station on Callington Road. The surrounding area comprises residential houses, in an urban environment."
"UKA00533","GB0954A","","Sandy Roadside","Traffic Urban","Eastern","2008-07-28","2019-02-07","52.132417","-0.300306","249596.87","516436.44","22","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained, air-conditioned housing located north west of the Sandy centre on the A1, London Road withing the grounds of a car dealership. The surrounding area is residential to the east of the A1 and rural to the west of the A1."
"UKA00381","GB0841A","","Scunthorpe Town","Industrial Urban","Yorkshire & Humberside","1999-01-01","2018-10-02","53.586340","-0.636811","410836.36","490337.58","36","Automatic Urban and Rural Network (AURN); Heavy Metals Network; Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Sulphur dioxide; PM10 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained, air-conditioned housing located on an open, grass area adjacent to Rowland Road. The nearest major road, Brigg Road (A1029), is approximately 180 metres to the E of the site. The surrounding area is residential and commercial with a large heavy industy area 400 metres to the east."
"UKA00579","GB1031A","","Shaw Crompton Way","Traffic Urban","Greater Manchester Urban Area","2014-04-01","","53.579283","-2.093786","409191.70","393887.84","193","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained air conditioned mobile unit along the roadside of A663 - Crompton way, in the vicinity of Shaw and Crompton town centre. The railway station lies 400 m to the southeast. The immediate area around the inlet is open with the wider area comprising of residential properties."
"UKA00622","GB1063A","","Sheffield Barnsley Road","Traffic Urban","Sheffield Urban Area","2016-08-01","","53.404950","-1.455815","389930.10","436276.16","82","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","Roadside monitoring station on grass verge beside the A6135, Barnsley Road, Sheffield."
"UKA00575","GB1027A","","Sheffield Devonshire Green","Background Urban","Sheffield Urban Area","2013-10-31","2019-05-17","53.378622","-1.478096","386990.00","434816.00","89","Automatic Urban and Rural Network (AURN); Heavy Metals Network; Non-Automatic Hydrocarbon Network","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained air conditioned mobile unit located next to a skate park, within the grounds of Devonshire Green Park. The nearest road is Eldon Street, 45m to the east. The surrounding area is mainly open land with the nearest tree occurring within a distance of 8 meters."
"UKA00181","GB0538A","","Sheffield Tinsley","Background Urban","Sheffield Urban Area","1990-11-28","2013-12-31","53.410580","-1.396139","390588.34","440238.23","90","Automatic Urban and Rural Network (AURN); Heavy Metals Network; PAH Digitel (solid phase)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained, air-conditioned housing within the grounds of the Tinsley Community Centre approximately 200 metres east of the M1 motorway. The surrounding area is generally open, with residential areas to the east of the M1 and light industrial premises to the west of the M1."
"UKA00012","GB0039R","GB0039R","Sibton","Background Rural","Eastern","1973-07-01","2017-01-07","52.294400","1.463497","271902.06","636275.79","46","Automatic Urban and Rural Network (AURN); National Ammonia Monitoring Network","Ozone; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained housing located within the grounds of a disused concrete water tower, now a communications tower. The nearest road is approximately 30 metres from the monitoring station and is a quiet rural road. The surrounding area is generally open and comprises fields and mature tree woodlands and hedgerows."
"UKA00613","GB1056A","","Southampton A33","Traffic Urban","Southampton Urban Area","2016-01-01","","50.920265","-1.463484","113559.78","437808.99","5","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); Non-volatile PM10 (Hourly measured); Volatile PM10 (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature; PM10 Ambient Temperature; PM10 Ambient pressure measured","This site is situated approximately 5m from the eastbound carriageway of the A33"
"UKA00235","GB0598A","","Southampton Centre","Background Urban","Southampton Urban Area","1994-01-04","2019-11-07","50.908140","-1.395778","112248.19","442579.15","7","Automatic Urban and Rural Network (AURN); Non-Automatic Hydrocarbon Network","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Sulphur dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained air-conditioned housing located at a junction of a residential road (Brinton Road) and a six-lane dual carriageway (Northern Road) with periodic congestion during peak traffic flow periods. The manifold inlet is approximately 10 metres from the residential road kerbside, 20 metres from Northern Road. The surrounding area is mainly urban residential."
"UKA00409","GB0728A","","Southend-on-Sea","Background Urban","Southend Urban Area","2000-07-24","2019-09-23","51.544206","0.678408","186212.09","585822.56","37","Automatic Urban and Rural Network (AURN)","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained air-conditioned housing located near the Information Centre in Chalkwell Park. The manifold is approximately 90 metres west of the nearest minor road, Chalkwell Road, and about 160 metres S from the nearest major road, A13 London Road. The surrounding area in the immediate vicinity of the site is open park with the wider area comprising predominantly of urban residential premises."
